NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY /ORGANIZATION,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,SUMMARY,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE ADDED,Sys_BatchID
19771,GPHIN06010,GPHIN,6010,AMRO,Canada,CAN,124,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,New expectations for operators have been posted on 14 April on the Canadian Food Inspection Agency (CFIA) website about preventing and responding to COVID-19 in establishments regulated by CFIA. The document outlines steps that the CFIA expects operators to take to address exposure risks for both the establishment and CFIA employees. This document is not intended for meat slaughter and processing establishments. Separate CFIA guidance about preventing and responding to COVID-19 in meat slaughter and processing establishments took effect on 31 March.,,,,Official,"https://www.inspection.gc.ca/covid-19/cfia-information-for-industry/cfia-expectations-for-the-prevention-of-and-respon/eng/1586912798979/1586912981233
https://www.inspection.gc.ca/covid-19/cfia-information-for-industry/guidance-to-meat-slaughter-and-processing-establis/eng/1585620151816/1585620617343",,2020-04-15,,2020-04-15,9261
20548,GPHIN06495,GPHIN,6495,AMRO,United States Of America,USA,840,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"FDA on 18 issued a statement providing updated information on COVID-19 serological test validation and its application. It intends to provide the public further details about FDA's thinking on these tests and approach to making accurate and reliable serology tests widely available, while also protecting Americans from tests marketed with false or unsubstantiated claims.",,,,Official,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-serological-test-validation-and-education-efforts,,2020-04-21,,2020-04-21,9261
13694,GPHIN01925,GPHIN,1925,EMRO,"Iran, Islamic Republic Of",IRN,364,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"Iran’s National Organization of Educational Testing announced on 26 February that they will postpone all international examinations scheduled in the country as a preemptive measure to impede the spread of coronavirus. All the international examinations, including, TOEFL, GRE General, GRE Subject, IELTS, Life Skills and UKVI have been postponed until April 3, according to the announcement.",,,,Official,https://en.irna.ir/news/83691688/Iran-postpones-international-exams-due-to-coronavirus-outbreak,,2020-02-26,,2020-02-26,9261
12545,GPHIN01179,GPHIN,1179,WPRO,China,CHN,156,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"Hydroxychloroquine, a medication that treats certain types of malaria and rheumatoid arthritis, is being tested in a clinical trial to determine its effectiveness in treating novel coronavirus pneumonia. The Shanghai Institute of Materia Medica and Shanghai Pharmaceuticals Holding Co have recently launched a joint clinical trial of hydroxychloroquine in Shanghai Public Health Clinical Center",,,,Official,https://www.chinadaily.com.cn/a/202002/13/WS5e45222ca310128217277606.html,,2020-02-18,,2020-02-18,9261
16921,GPHIN04502,GPHIN,4502,AMRO,United States Of America,USA,840,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 28 March, CDC issued a HAN alert to warn about Severe Illness Associated with Using Non-Pharmaceutical Chloroquine Phosphate to Prevent and Treat Coronavirus Disease 2019 (COVID-19). In the alert, CDC provided recommendations for Clinicians and Public Health Officials, as well as general public.",,,,Official,https://emergency.cdc.gov/han/2020/han00431.asp?deliveryName=USCDC_511-DM24285,,2020-03-30,,2020-03-30,9261
14330,GPHIN02414,GPHIN,2414,AMRO,United States Of America,USA,840,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 2 March, CDC released a guidance document provides recommendations on the routine cleaning and disinfection of polling location areas and associated electronic equipment (e.g., voting machines and computers). It suggests actions that polling station workers can take to reduce the risk of exposure to COVID-19 by limiting the survival of the virus in the environment.",,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/community/election-polling-locations.html,,2020-03-03,,2020-03-03,9261
12292,GPHIN00969,GPHIN,969,EURO,Russian Federation,RUS,643,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 11 February, Russia issued a BRICS chairmanship statement to express support for China's efforts to fight against the novel coronavirus pneumonia epidemic on behalf of the BRICS countries. BRICS is an emerging-market bloc which groups Brazil, Russia, India, China and South Africa. The statement reiterates the BRICS countries are ready to cooperate closely with China and call for the international community to strengthen cooperation within WHO's framework, in order to prevent, protect and control regional and global public health safety, providing a coordinated public health response to the epidemic outbreak.",,,,Official,http://www.china.org.cn/world/2020-02/12/content_75698332.htm,,2020-02-12,,2020-02-12,9261
11712,GPHIN00534,GPHIN,534,AFRO,Nigeria,NGA,566,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Nigeria Centre for Disease Control has put in place quick and diverse strategies to prevent importation of cases into country. A multi sectoral Coronavirus Preparedness Group has been constituted to carry out regular epidemic intelligence gathering, enhanced surveillance at the points of entry, intensive risk communications, strengthen laboratory capacity for testing, placing National First Rapid Response Team to highly pathogenic infections on alert, scaling up of Public Health Emergency Operation Centres (PHEOC) in 22 states etc.
The Port Health Services unit of the Federal Ministry of Health has heightened screening measures at points of entry. In addition to automated thermal screening at points of entry, travellers from China to Nigeria, are asked questions upon arrival by the Port Health Services unit about symptoms of illness and travel history and are advised to contact NCDC if they feel unwell after a trip to Wuhan.",,,,Official,https://ncdc.gov.ng/news/219/31st-january-2020%7C-public-health-advisory-to-nigerians-on-novel-coronavirus-%28%232%29,,2020-02-06,,2020-02-06,9261
15313,GPHIN03235,GPHIN,3235,WPRO,China,CHN,156,other,Hong Kong,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"On 10 March, the Government of Hong Kong  issued the Red Outbound Travel Alert (OTA) on the Bourgogne-Franche-Comte and Grand Est regions in France, the North Rhine-Westphalia region in Germany, Hokkaido in Japan as well as the La Rioja, Madrid and Pais Vasco regions in Spain. As well, the Government expanded the Red OTA currently in force to cover the entire Italy. 
The Red OTA urges members of the public planning to travel to the aforementioned regions to adjust travel plans and avoid non-essential travel. In general, members of the public are advised to consider delaying all non-essential travel outside Hong Kong.",,,,Official,http://www.info.gov.hk/gia/general/202003/10/P2020031000715.htm,,2020-03-10,,2020-03-10,9261
11700,GPHIN00525,GPHIN,525,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"In preparation for the increase of travellers after the Spring Festival, subway and railway stations and buses across the country have stepped up cleaning and disinfection, with each train carriage ordered to be disinfected every day. Railway public security authorities across the country have distributed over 1 million face masks, 280,000 pairs of protective gloves and over 14,800 sets of protective suits to frontline railway police as of 30 January. Railway public security organs across the country have also purchased a batch of goggles and disinfectant for frontline police.",,,,Official,http://english.cctv.com/2020/02/02/ARTIcMTBEYmvKeEtHylYq40R200202.shtml?spm=C69523.P89571092934.S85147.2,,2020-02-06,,2020-02-06,9261
11126,GPHIN00142,GPHIN,142,AMRO,United States Of America,USA,840,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"United States's National Library of Medicine on 30 January posted a clinical trial for 2019-nCoV, named ""A Randomized Multicenter Controlled Clinical Trial of Arbidol in Patients With 2019 Novel Coronavirus (2019-nCoV)"", sponsored by Xiangya Hospital of Central South University of China. The estimated study start date was 25 January 2020 and estimated completion date is 30 May 2021.",,,,Official,https://clinicaltrials.gov/ct2/show/NCT04246242,,2020-01-31,,2020-01-31,9261
11843,GPHIN00621,GPHIN,621,WPRO,China,CHN,156,other,Taiwan,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"On 7 February, the Central Epidemic Command Center (CECC) announced that starting from 10 February, travelers who transit through China, Hong Kong and Macau and are granted entry into Taiwan and will be required to be under home quarantine for 14 days.
The Ministry of Transportation and Communications will impose a temporary ban on cross-strait passenger flights between Taiwan and certain airports in China starting from 10 February to 29 April, in. Except for the flights to and from Beijing Capital International Airport, Shanghai Pudong International Airport, Shanghai Hongqiao International Airport, Xiamen Gaoqi International Airport and Chengdu Shuangliu International Airport, cross-strait flights to and from the remaining airports in China will be suspended.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/anBk8plyRojMJdRkMALTnw?typeid=158,,2020-02-07,,2020-02-07,9261
11908,GPHIN00670,GPHIN,670,WPRO,Niue,NIU,570,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"On 3 February, Government of Niue approved the following Travel Advisory to be immediately implemented. All travelers who have been in or travelled to China within 30 days prior to arriving in Niue, must spend no less than 14 days in a country free from 2019-nCoV; and must acquire an official medical clearance which must be undertaken within 3 days prior to arrival in Niue.
Cancellation of all officcial Niue government travel to and from China and other countries where confirmed cases of 2019-nCoV is present.  
All travellers who are residents of Niue are strongly advised against to or transiting through China and other countries where cases of 2019-nCoV have been confirmed. If such travel is not avoidable, travelers returning to Niue will be asked to undergo self-quarantine for a period of no less than 14 days",,,,Official,http://www.gov.nu/wb/media/2020/Coronavirus_Travel%20Advisory%20Niue.pdf,,2020-02-07,,2020-02-07,9261
