COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,REPATRIATION,VACCINE/MCM DEPLOYED,RESEARCH ADVANCEMENT,COMMENTS
Netherlands,3/4/2020,Media,,"The Dutch foreign affairs ministry has recommended people avoid all but essential travel to China and do not visit the province of Hubei where the outbreak of coronavirus started. In addition, travellers are being told to avoid all but essential travel to northern parts of Italy, as of 3 March.",,,,,,x,,,,,,,,https://www.dutchnews.nl/news/2020/03/coronavirus-in-the-netherlands-what-you-need-to-know/
Netherlands,3/4/2020,Media,,"A department of Amsterdam’s OLVG hospital has been closed for deep cleaning. 
Netherlands have advised against non-essential travel to China, and all travel to Iran. People who recently visited China, South Korea, Iran or affected areas in Italy have been told to stay at home if they start to develop symptoms.",,,,,,x,,,,x,,,,https://www.theguardian.com/world/2020/mar/04/coronavirus-precautions-around-europe
Netherlands,3/5/2020,Media,,Dutch health authorities said they were scrambling to put together a plan for the return of a group of about 900 students from a skiing trip in the north of Italy. These scenarios might include plans to monitor or test all students involved after their return.,,,,,x,,,,,,x,,,https://www.aljazeera.com/news/2020/03/backs-83bn-funds-china-death-toll-tops-3000-live-updates-200305000715579.html
Netherlands,3/9/2020,Media,,"On 8 March, the Dutch Foreign Ministry said people should cancel all trips to the regions in northern Italy which were virtually locked off by the Italian government. It also advised Dutch people traveling in these regions to leave. ",,,,,,x,,,,,,,,https://www.reuters.com/article/us-health-coronavirus-netherlands-tally-idUSKBN20V0M8
"New Caledonia
",2/4/2020,Media,1006243529,"Two cruise ships arriving from Australia and Vanuatu have failed to make scheduled stops in New Caledonia amid fears by locals the Wuhan coronavirus could be introduced. Young people on the island of Mare put up banners opposing ship visits, which prompted the island's contractor to cancel the stop-over as a precaution.
In January, New Caledonia's authorities banned access for ships with people onboard showing symptoms of the coronavirus.
Local media say two women from Noumea who arrived from China this week have been advised to stay home for two weeks despite showing no sign of any illness.",,,x,x,,,x,,,,,,,https://www.rnz.co.nz/international/pacific-news/408819/virus-fears-stop-two-cruise-ship-visits-in-new-caledonia
"New Caledonia
",3/2/2020,Media,,Passengers and airline crew transiting through or arriving in New Caledonia must fill-in a health declaration form. They will be allowed to transit or enter New Caledonia after a medical clearance and passport check done by the Border Force.,,,,,,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
New Zealand,30/01/2020,Media,1006208484,"New Zealand will evacuate its citizens in joint cooperation with Australia, its government said on 29 January. It is unclear whether the New Zealanders will join the repatriated Australians on Christmas Island. New Zealand Prime Minister said in a statement that ""specific details of the evacuation plan, including the medical protocols that will be applied to returning New Zealanders and access arrangements on the ground in China, are being worked through by officials.""",,,,,,,,,,,,,x,https://www.cnn.com/2020/01/29/world/wuhan-coronavirus-evacuations-intl/index.html
New Zealand,30/01/2020,Media,,"The Government of New Zealand has announced it's chartering an Air New Zealand plane to evacuate New Zealanders in the epicentre of the deadly coronavirus. The Foreign Minister said the aircraft would have capacity for 300, and will fly from Wuhan to New Zealand. Officials are working through operational requirements, and the flight is subject to Chinese Government approval. There are 163 New Zealanders registered as being in the city on Safetravel and they have been emailed to register their interest in the flight. New Zealand will be offering any additional seats to Pacific Island and Australian citizens as a matter of priority. Currently consular teams are working with health officials to ensure the risks of transmission of the coronavirus to New Zealand is carefully managed. Officials are currently working on developing procedures for pre-departure health screening, infection control inflight, and isolation for all passengers arriving in New Zealand for up to two weeks. Peters said that those who took a seat on the plane would have to pay a nominal fee, but the government would absorb most of the cost.",,,,,,,,,,,x,,,https://www.rnz.co.nz/news/national/408500/air-nz-plane-chartered-to-evacuate-citizens-from-wuhan
New Zealand,2/3/2020,Official,,"The Government of New Zealand on 2 February decided to place temporary entry restrictions into New Zealand on all foreign nationals travelling from, or transiting through mainland China to assist with the containment of the novel coronavirus. It will take effect from 3 February and will be in place for up to 14 days. This position will be reviewed every 48 hours. New Zealand citizens and permanent residents returning to New Zealand will still be able to enter, as will their immediate family members, but will be required to self-isolate for 14 days on arrival back in the country.
The Ministry of Foreign Affairs and Trade has also raised its travel advice to New Zealanders for all of mainland China to “Do not travel”, the highest level.

",,,x,,x,x,x,,,,,,,https://www.beehive.govt.nz/release/new-zealand-restrict-travel-china-protect-against-coronavirus
New Zealand,2/4/2020,Media,,An evacuation flight chartered by Air New Zealand Ltd with 70 New Zealanders and an unspecified number of Australians on board had left Wuhan and was expected to arrive in Auckland on 4 February.,,,,,,,,,,,x,,,https://nationalpost.com/pmn/health-pmn/australian-wuhan-evacuees-arrive-on-christmas-island-media-2
New Zealand,2/7/2020,Official,,"As revealed by the International Air Transport Association (IATA), Passengers who have transited through or have been in China (People's Rep.) on or after 2 February 2020, will not be allowed to transit or enter New Zealand. While nationals or residents of of New Zealand and their immediate family members are required to self-isolate for a period of 14 days from their arrival into New Zealand.",,,,,x,,x,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
New Zealand,2/10/2020,Official,,"At the Whangaparāoa Reception Centre, the Ministry of Health continues as part of a team ensuring the welfare and wellbeing of 157 people who arrived on a special flight from Wuhan last week.",,,,,x,,,,,,x,,,https://www.health.govt.nz/news-media/media-releases/novel-coronavirus-update-9-february-2020
New Zealand,2/13/2020,Official,,"The Ministry of Health would be actively contacting arrivals into New Zealand who had not yet accessed Healthline's new self-isolation register. Healthline can regularly check on people’s welfare and wellbeing as well as helping support New Zealand’s overall response to novel coronavirus. The Healthline register was set up on February 7, until midnight on 12 February 2020, there had been 1897 registrations.
",,,,,,,,,,,,,,https://www.health.govt.nz/news-media/news-items/novel-coronavirus-update-12-february-2020
New Zealand,2/19/2020,Media,1006345577,"The 193 people evacuated from China on an Air New Zealand charter flight two weeks and quarantined at a naval base at Whangaparāoa, north of Auckland were released on 19 February after passing health checks. All evacuees including 17 PNG students, 5 Samoans, 4 Tongans, 2 people from Fiji, one person from Kiribati and one from the Federated States of Micronesia, are fit to travel back to their home countries.   ",,,,,x,,,,,,x,,,https://www.rnz.co.nz/international/pacific-news/409887/coronavirus-pacific-evacuees-released-from-quarantine-in-nz
New Zealand,2/24/2020,Media,,"The Government of New Zealand on 24 February decided to extend a ban on foreign travellers arriving from China to protect against the spread of novel coronavirus. The Prime Ministersaid the current restrictions, which were due to expire at midnight of 24 February, should remain in place for a further eight days and would be reviewed every 48 hours. New Zealand citizens, permanent residents and their immediate families will be able to return but will have to self-isolate for 14 days, she said.",,,,,x,,x,,,,,,,https://www.stuff.co.nz/national/politics/119761552/coronavirus-prime-minister-jacinda-ardern-expected-to-give-update-on-travel-ban
New Zealand,2/25/2020,Media,,The Ministry of Health's technical advisory group is actively discussing an alarming rise in cases reported in Italy and South Korea to see if a travel ban is required. The group will make its decision on 27 February. ,,,,,,x,,,,,,,,
New Zealand,2/27/2020,Media,1006403049,"New Zealand is placing temporary restrictions on incoming travelers from Iran. This means people will not be able to travel from Iran to New Zealand and anyone who has been in Iran in the last 14 days will need to self-isolate.  New Zealand also decided not to allow any exemptions for overseas students from China to enter the country. There would also be an increased presence of health staff that would meet direct international flights landing at New Zealand airports from Hong Kong, Japan, South Korea, Singapore and Thailand. 
",,,x,,,,x,,,,,,,https://business.financialpost.com/pmn/business-pmn/new-zealand-limits-entry-of-travelers-from-iran-on-coronavirus-fears
New Zealand,2/28/2020,Media,1006408049,"On 28 February, New Zealand reported its first case of coronavirus in an elderly citizen who had travelled from Tehran, via Bali. The patient is being treated at Auckland City hospital in isolation and is in a stable condition.
The government announced new travel restrictions for Iran, which will restrict entry to New Zealand for non-residents. Any New Zealand residents returning to the country from Iran will have to self-isolate for 14 days.
",,,,,x,,x,,,,,,,https://www.ft.com/content/e0a8cf67-896e-3b0c-89ce-03e43581008d
