Original Date (Y,M,D) -> 2020-1-29, Week Date (Y,M,W) -> 2020-01-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-28, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-29, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-4-30, Week Date (Y,M,W) -> 2020-04-5    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
Original Date (Y,M,D) -> 2020-5-1, Week Date (Y,M,W) -> 2020-05-1    
